,index,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Complaint ID
1209,95188,2015-12-26,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,,,"Avadyne Health Holdings, Inc",IL,60081,,Consent not provided,Web,2015-12-26,Closed with explanation,Yes,1717059
1210,44055,2014-10-17,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,,,"Navient Solutions, Inc.",CA,95033,,,Web,2014-10-17,Closed with explanation,Yes,1076297
1211,57110,2015-03-27,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Encore Capital Group,TX,77571,,Consent not provided,Web,2015-03-27,Closed with non-monetary relief,Yes,1304456
1212,8075,2014-01-27,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,,,Resurgent Capital Services L.P.,HI,96819,,,Phone,2014-02-05,Closed with explanation,Yes,687671
1213,99855,2015-01-31,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Collectech Diversified, Inc.",TX,79612,,,Web,2015-01-31,Closed with explanation,Yes,1219336
1214,72271,2014-01-03,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,Alorica Inc.,AZ,85254,Servicemember,,Web,2014-01-03,Closed with explanation,Yes,653803
1215,1244,2014-12-17,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,,,"Enova International, Inc.",,,,,Phone,2014-12-18,Closed with explanation,Yes,1160276
1216,24231,2016-04-02,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Carmen V. Porreca, P.C.",GA,30066,,Consent not provided,Web,2016-04-02,Closed with explanation,Yes,1861976
1217,11681,2014-02-04,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,"PayPal Holdings, Inc.",TX,79102,,,Web,2014-02-12,Closed with monetary relief,Yes,699862
1218,10834,2016-06-10,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt was paid,,,Transworld Systems Inc.,PR,00610,,Consent not provided,Web,2016-06-10,Closed with explanation,Yes,1964787
1219,47814,2014-01-20,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Financial Business and Consumer Solutions.,AR,72715,"Older American, Servicemember",,Web,2014-02-21,Closed,Yes,676405
1220,64084,2015-05-05,Debt collection,I do not know,Taking/threatening an illegal action,Threatened to sue on too old debt,"I continue to receive email threatening to notify my employer and of lawsuit for a debt I do not recall ever taking. I am represented by an attorney in chapter XXXX. 
",,ACE Cash Express Inc.,LA,703XX,,Consent provided,Web,2015-05-05,Closed with explanation,Yes,1360373
1221,80690,2015-01-16,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,,,Wells Fargo & Company,GA,30024,,,Web,2015-01-21,Closed with explanation,Yes,1197091
1222,31879,2015-09-23,Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,"The company did n't contact me by phone at all for a bill that is now reported in my credit record. I had some previous bills that was with the same company and i used to have really tough phone calls with threatening of reporting and not resolving. my main problem now is that they report a claim which I had no problem to pay it on time if they called me. I just settled all my debts with this company by calling them around 3 months ago. the company suddenly reported failed payment for medical bill without contacting me with previous knowledge where I am and my situation from previous experience. please advise if I still have to call them and accept what they say to remove the collection while it is still there in the removed collections or I have any rights to dispute this claim for not contacting me. 
",Company believes it acted appropriately as authorized by contract or law,"Merchants and Medical Credit Corporation, Inc.",MI,484XX,,Consent provided,Web,2015-09-26,Closed with non-monetary relief,Yes,1575816
1223,88949,2016-03-03,Debt collection,Federal student loan,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,Great Lakes,SD,57040,,,Referral,2016-03-07,Closed with explanation,Yes,1814814
1224,118578,2014-10-22,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Portfolio Recovery Associates, Inc.",FL,33026,Older American,,Web,2014-10-22,Closed with non-monetary relief,Yes,1082384
1225,82752,2015-01-08,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,,"URS Holding, LLC",CA,92660,,,Postal mail,2015-01-13,Closed with explanation,No,1185647
1226,67293,2014-04-28,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,,,Ad Astra Recovery Services Inc,KS,66208,,,Web,2014-05-05,Closed with non-monetary relief,Yes,829414
1227,105009,2015-05-07,Debt collection,I do not know,Communication tactics,Threatened to take legal action,,,"Optio Solutions, LLC",CA,92735,,,Phone,2015-05-08,Closed with explanation,No,1366048
1228,31191,2016-08-10,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,CA,952XX,,,Web,2016-08-10,Closed with explanation,Yes,2055670
1229,97546,2016-01-05,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,Company chooses not to provide a public response,Nationwide Credit Corporation,VA,22192,,,Postal mail,2016-01-05,Closed with explanation,Yes,1728709
1230,98283,2015-03-28,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"I received a notice from Palisades Collection , L.L.C. today, XXXX XXXX for the first time and the notice is dated XXXX XXXX offering me Tax Season Discount Opportunity to pay account balance of {$8600.00}. According to the notice, XXXX was the original creditor. I have lived at my current address since XXXX and this is the first time I have been contacted about this debt. I also have a freeze on my credit since around XXXX and I have no collection on my credit report. I do not owe any debt that I have not paid. This collection agency failed to first write attempting to collect a debt letter. This collection agency failed to grant this consumer the opportunity to dispute the debt. This collection agency demanded payment whether or not this consumer in fact did owe this debt. I dispute owing the debt in question. Thank you. 
",,"Asta Funding, Inc",CA,948XX,,Consent provided,Web,2015-03-28,Closed with explanation,Yes,1306090
1231,13422,2015-08-21,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,"Constant robocalling from Harris & Harris calling to collect money, at minimum XXXX per week from # XXXX and many times after XXXX CT to the point of harassment violating the Telephone Consumer Protection Act and the Fair Debt Collection Practices Act. 
",Company believes it acted appropriately as authorized by contract or law,"Harris & Harris, Ltd.",IL,606XX,,Consent provided,Web,2015-08-21,Closed with explanation,Yes,1529746
1232,73752,2015-06-18,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,Company believes it acted appropriately as authorized by contract or law,"E. Margriet Langenberg, P.C.",VA,22195,Servicemember,Consent not provided,Web,2015-06-29,Closed with explanation,Yes,1426692
1233,19873,2015-06-17,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,Company chooses not to provide a public response,"P.S.C., Inc",WA,98506,Servicemember,Consent not provided,Web,2015-06-17,Closed with explanation,Yes,1425741
1234,114222,2014-10-30,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,,,Collection Service of Nevada,NV,89460,,,Web,2014-10-30,Closed with explanation,Yes,1093144
1235,8228,2016-03-01,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,"LVNV funding/Resurgent Capital Services is attempting to collect on XXXX different debts which are now expired past the seven years. I have sent them a letter warning them if it is not removed from my credit report since they are reporting it fraudulently to my credit report, then I am taking them to small claims court. They ignored my letter. 

It is XXXX XXXX that owns XXXX companies. They intentionally go after low income people and then harass them. I did n't even give them my new address. 

They hit my credit info to find out my new address and sent me a letter demanding the full amount of which has been quadrupled from the regular amount of the original creditor. They refused to give me their phone number because they believe that it will make it harder for me to serve them. 

I have given them until XX/XX/XXXX to respond or I am filing in the state of New Hampshire in small claims and I WILL cost them more than the debt is worth. 

***Additional note to add. I forgot to include this I believe with my previous complaint against LVNV Funding/Resurgent Capital Services. It is my belief that the Sherman Financial group LLC owns all XXXX of these companies and operates them as shell companies. 

I wish I had known back in 2008 when I let these companies hook me into taking their cards out that they would NEVER let me escape them. That they would just wait until the seven years expired then just pile it back on using one of their shell companies. If you do n't believe me just google the company names and see how many lives they have ruined. 
",,Resurgent Capital Services L.P.,NH,030XX,,Consent provided,Web,2016-03-01,Closed with explanation,Yes,1811767
